"","Row.names","PC1","PC2","PC3","X","StemTag","sp","crown_living","broken_stem","defoliation","rot","wound","fire","insect","canker","leaf_damage","hollow_stem","overtopped","animal","lightning","fungi","crushed","bark_beetles","unknown","postfire_leaf_loss","water","bai","ba_m_2019","idw_con","idw_het"
"66","1320",-0.0755422198780669,0.101414303024919,0.0240392177112657,1320,711037,"QULA",70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,1.00921876292103,0.00041547562843725,11.5464756418674,316.466343482203
"67","1321",-0.0822000878398833,-0.0354219599889,-0.142558066068577,1321,711038,"QULA",95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.192,1.91403558485023,0.000283528736986479,8.79739455407575,296.013489483036
"68","1330",0.0448568574329517,0.125269622711,-0.119359712983141,1330,713012,"QULA",79,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0208,7.7062538664091,0.0366435367114714,89.055129691881,678.127706552947
"69","1332",-0.0822000878398833,-0.0354219599889,-0.142558066068577,1332,713015,"QULA",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0208,6.64172630528354,0.0193592793295837,114.179311567921,573.488303125277
"70","1353",-0.064963825788507,-0.0248298234548409,0.00627044623507083,1353,713040,"QULA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,7.53268959013865,0.0251649425534176,661.810936347641,507.942683515541
"71","1355",0.0990984917217519,-0.0454054163627332,0.0200881248662297,1355,713043,"QULA",100,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,11.0907572536834,0.0326851299679482,509.233003835544,463.174277609552
"72","1362",-0.0755422198780669,0.101414303024919,0.0240392177112657,1362,715013,"QULA",90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,2.40675796428393,0.00785398163397448,127.192774676079,357.160907881724
"73","1363",0.0182657129341251,-0.0303732799121343,0.0128804022359255,1363,715014,"QULA",97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,7.34176888624112,0.0136847775990371,148.718158993767,275.573259453473
"74","1364",0.0662499568890753,0.160740817598475,-0.140974440149707,1364,715016,"QULA",12,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.716,0.185924949841975,0.00321699087727595,299.991613021923,214.871347577566
"75","14",0.0511125846402536,-0.056944662723054,0.0535958546943223,14,101035,"QULA",91,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12.192,3.26489589466495,0.01539380400259,25.1464345269164,628.645074336145
"76","1400",-0.064963825788507,-0.0248298234548409,0.00627044623507086,1400,715068,"QULA",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,14.7876763382445,0.059395736106932,67.335141215494,593.991254891054
"77","1407",0.134674103306244,-0.0514449482843792,-0.115268846022112,1407,715076,"QULA",80,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0208,4.88872711495172,0.0211240690027378,98.5408492188795,869.022511022412
"78","1412",0.134674103306244,-0.0514449482843792,-0.115268846022112,1412,715085,"QULA",82,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0208,10.2402922999581,0.0655972400051183,17.139853160989,705.737540584528
"79","1426",0.122977567042494,0.0929548812436519,0.0317781657645708,1426,717013,"QULA",60,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,20.1218850956238,0.00057255526111674,28.0721136951689,389.953543041255
"80","1433",-0.064963825788507,-0.0248298234548409,0.00627044623507085,1433,717027,"QULA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0208,5.44557916798617,0.0109358840271461,120.501524267599,274.750356923618
"81","1434",-0.064963825788507,-0.0248298234548409,0.00627044623507085,1434,717028,"QULA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0208,6.66486820878625,0.0111220233918713,96.1145277910264,152.235202927846
"82","1435",-0.064963825788507,-0.0248298234548409,0.00627044623507085,1435,717029,"QULA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0208,4.79037402506512,0.00541060794764502,265.664587050771,246.261923881256
"83","1436",0.122977567042494,0.0929548812436519,0.0317781657645708,1436,717030,"QULA",93,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0208,2.8117412755817,0.0198556509688509,182.435085483893,338.506500830373
"84","1438",-0.0755422198780669,0.101414303024919,0.0240392177112657,1438,717032,"QULA",76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0208,4.08020686132509,0.00817128249198705,183.354885619338,359.005831870501
"85","1439",0.0283221096946969,-0.038187377881226,-0.122180460292709,1439,717034,"QULA",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0208,12.0670563077048,0.0156145008865047,172.140991838925,83.6582727019188
"86","1441",-0.064963825788507,-0.0248298234548409,0.00627044623507085,1441,717038,"QULA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0208,23.9750120288283,0.0624580035460187,81.8769732006652,262.128878559177
"87","1457",0.0990984917217519,-0.0454054163627332,0.0200881248662297,1457,719007,"QULA",98,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,12.7786698404138,0.0646924613208844,471.116592600024,260.03430083536
"88","1460",-0.064963825788507,-0.0248298234548409,0.00627044623507085,1460,719010,"QULA",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,7.76555499413492,0.113411494794592,296.937257855755,313.457240414262
"89","1468",-0.064963825788507,-0.0248298234548409,0.00627044623507085,1468,719023,"QULA",94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0208,20.428515317035,0.0754767635024948,9.71081071247117,432.187717413404
"90","1469",0.0182657129341251,-0.0303732799121343,0.0128804022359254,1469,719024,"QULA",98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0208,2.91587984134399,0.00477836242611008,132.143753082892,408.759499098283
"91","1481",-0.0832308950478577,0.128737241761104,-0.135915006136107,1481,719042,"QULA",80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.716,2.30840487439732,0.0132732289614169,0,410.66967520787
"92","1484",-0.064963825788507,-0.0248298234548409,0.00627044623507087,1484,721001,"QULA",95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1064,12.357678535419,0.036305030103047,362.920473306002,89.0361344973788
"93","1485",-0.064963825788507,-0.0248298234548409,0.00627044623507087,1485,721003,"QULA",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1064,9.75171631701336,0.0248845554090848,468.684695461439,84.5437892607375
"94","1487",-0.064963825788507,-0.0248298234548409,0.00627044623507087,1487,721007,"QULA",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1064,0.811194464873364,0.0036316811075498,480.689914885359,250.877006011189
"95","1488",-0.064963825788507,-0.0248298234548409,0.00627044623507087,1488,721010,"QULA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1064,8.89996212889632,0.0105683176866761,625.825803753941,124.630787044803
"96","1489",-0.064963825788507,-0.0248298234548409,0.00627044623507087,1489,721011,"QULA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1064,3.44757647571179,0.00477836242611008,758.836794849764,128.00817588743
"97","1490",-0.00386381177503866,-0.0642857043247556,0.0363409497292982,1490,721012,"QULA",99,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13.1064,1.79476775353231,0.00567450173054657,753.536653757617,26.931162264959
"98","1491",-0.064963825788507,-0.0248298234548409,0.00627044623507086,1491,721013,"QULA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1064,5.05258266692551,0.00801184666481737,865.142853614277,36.2744965785597
"99","1492",0.0990984917217519,-0.0454054163627332,0.0200881248662297,1492,721014,"QULA",100,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1064,2.88408603493369,0.00567450173054657,1003.42880071031,36.1166420648699
"100","1493",-0.064963825788507,-0.0248298234548409,0.00627044623507086,1493,721015,"QULA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1064,-1.26459422827579,0.00220618344098343,935.893948611024,120.960771784458
"101","1494",0.122977567042494,0.0929548812436518,0.0317781657645708,1494,721016,"QULA",84,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1064,9.90816096381034,0.0257304292310638,530.227039581046,116.072328965682
"102","1495",0.0990984917217519,-0.0454054163627332,0.0200881248662297,1495,721018,"QULA",95,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1064,2.36405244048808,0.0075429639612691,600.419045978062,121.564666253356
"103","1496",-0.064963825788507,-0.0248298234548409,0.00627044623507087,1496,721019,"QULA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1064,2.46834887168609,0.00331830724035422,668.302049987458,175.791323085752
"104","1497",-0.064963825788507,-0.0248298234548409,0.00627044623507087,1497,721020,"QULA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1064,1.77303933036606,0.00769768739945839,516.723324240565,197.253189255335
"105","1498",-0.064963825788507,-0.0248298234548409,0.00627044623507087,1498,721022,"QULA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1064,7.77732693197337,0.0314159265358979,370.774853325133,189.599029757472
"106","1499",-0.0755422198780668,0.101414303024919,0.0240392177112657,1499,721026,"QULA",87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1064,1.02123588881379,0.0036316811075498,358.105719107728,204.027598535289
